SNo	Rank	Allotted Quota	Allotted Institute	City	Course	Allotted Category	Candidate Category	Remarks
11190	45712	MNG	Dr. DYP Edu. Soc. Deemed Uni.	Kolhapur 	M.D. (ANAESTHESIOLOGY)	GN	EWNO	Allotted
11191	45745	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11192	45764	MNG	Saveetha Medical College	Chennai 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11193	45783	AIQ	Gandhi Medical College	Bhopal 	M.D. (ANAESTHESIOLOGY)	ST	ST	Allotted
11194	45795	AIQ	Karnataka Institute of Medical Sciences	Hubli 	M.D. (ANAESTHESIOLOGY)	ST	ST	Allotted
11195	45818	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11196	45829	MNG	Santosh Medical College and Hospital	Ghaziabad 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
11197	45831	MNG	KRISHNA INSTITUTE OF MEDICAL SCIENCES	KARAD 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11198	45852	MNG	Sree Balaji Medical College and Hospital	Chennai 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
11199	45866	AIQ	INSTITUTE OF MEDICAL SCIENCES	VARANASI 	M.D. (BIOCHEMISTRY)	OBC	OBC	Allotted
11200	45870	AIQ	BURDWAN MEDICAL COLLEGE	BURDWAN 	M.D. (PHYSIOLOGY)	GN	OBC	Allotted
11201	45873	MNG	Dr. DY Patil Medical College	Navi Mumbai 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11202	45875	NRI	JSS Medical College	Jagadguru 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
11203	45876	AIQ	VEER SURENDRA SAI MEDICAL COLLEGE	BURLA 	M.D. (PHARMACOLOGY)	GN	GNNO	Allotted
11204	45884	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (Radiotherapy/Radio Oncology)	ST	ST	Allotted
11205	45895	MNG	Meenakshi Medical College Host. and Res. Inst.	Chennai 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
11206	45905	MNG	Kasturba Medical College	Manipal Univ. Mangalore	M.D. (PATHOLOGY)	GN	GNNO	Allotted
11207	45906	MNG	Santosh Medical College and Hospital	Ghaziabad 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
11208	45920	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (PHYSIOLOGY)	GN	GNNO	Allotted
11209	45932	MNG	Bharati Vidyapeeth Dee. Univ. Med. College	Pune 	M.S. (E.N.T.)	GN	EWNO	Allotted
11210	45952	IP	Atal Bihari Vajpayee Institute of Medical Sciences and RML Hospital	IP 	M.S. (OPHTHALMOLOGY)	SC	SC	Allotted
11211	45955	AIQ	Govt. Medical College and Hospital	Chandigarh 	M.D. (Radiotherapy/Radio Oncology)	ST	ST	Allotted
11212	45959	AIQ	Maharaja Krishna Chandra Gajapati Medical College	Brahmapur 	M.S. (GENERAL SURGERY)	ST	ST	Allotted
11213	45960	AIQ	PGIMER Dr. RML Hospital	New Delhi 	M.D. (MICROBIOLOGY)	ST	ST	Allotted
11214	45964	AIQ	MAHARANI LAXMI BAI Medical College	JHANSI 	M.S. (GENERAL SURGERY)	ST	ST	Allotted
11215	45969	MNG	Dr. DY Patil Medical College and Hospt.	Pune 	M.S. (E.N.T.)	GN	GNNO	Allotted
11216	45976	MNG	Saveetha Medical College	Chennai 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
11217	45978	AIQ	Institute of Post Graduate Medical Education Research	KOLKATA 	M.S. (GENERAL SURGERY)	ST	ST	Allotted
11218	45980	AIQ	Silchar Medical College	Silchar 	M.S. (OPHTHALMOLOGY)	ST	ST	Allotted
11219	45992	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	GN	OBC	Allotted
11220	46006	AIQ	Assam Medical College	Dibrugarh 	M.D. (PATHOLOGY)	ST	ST	Allotted
11221	46008	MNG	Aarupadai Veedu Medical College and Hospt.	Puducherry 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
11222	46045	MNG	BVDU Medical College and Hospital	Sangli 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
11223	46053	AIQ	Tezpur Medical College	Tezpur 	M.D. (MICROBIOLOGY)	SC	SC	Allotted
11224	46071	NRI	Dr. DY Patil Medical College and Hospt.	Pune 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
11225	46077	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11226	46087	MNG	JLN Medical College	Datta Meghe Wardha	M.D. (PSYCHIATRY)	GN	EWNO	Allotted
11227	46088	MNG	Institute of Medical Sciences and SUMH	Bhubaneswar 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
11228	46093	AIQ	Government Medical College	Aurangabad 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	SC	SC	Allotted
11229	46097	MNG	Sree Balaji Medical College and Hospital	Chennai 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
11230	46099	AIQ	Jorhat Medical College and Hospital	Jorhat 	M.D. (PHARMACOLOGY)	GN	GNNO	Allotted
11231	46102	AIQ	Byramjee Jeejeebhoy Government Medical College	Pune 	M.D. (PHYSIOLOGY)	GN	OBC	Allotted
11232	46147	MNG	Saveetha Medical College	Chennai 	M.D. (PATHOLOGY)	GN	OBC	Allotted
11233	46150	MNG	Mahatma Gandhi Medical College and RI	Puducherry 	M.S. (OPHTHALMOLOGY)	GN	OBC	Allotted
11234	46154	MNG	Sree Balaji Medical College and Hospital	Chennai 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
11235	46191	MNG	Chettinad Hospital and Research Institute	Kancheepuram 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	GNNO	Allotted
11236	46209	AIQ	Guntur Medical College	Guntur 	M.D. (PHYSIOLOGY)	GN	OBC	Allotted
11237	46219	MNG	Aarupadai Veedu Medical College and Hospt.	Puducherry 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11238	46222	MNG	Dr. DY Patil Medical College	Navi Mumbai 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
11239	46239	MNG	Sree Balaji Medical College and Hospital	Chennai 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
11240	46255	AIQ	Government Medical College	Miraj 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	SC	SC	Allotted
11241	46264	AIQ	KILPAUK MEDICAL COLLEGE	CHENNAI 	M.D. (GENERAL MEDICINE)	GN PwD	GN PwD	Allotted
11242	46282	AIQ	Netaji Subhash Chandra Bose Medical college	Jabalpur 	M.D. (PHARMACOLOGY)	GN	GNNO	Allotted
11243	46293	AIQ	UP Rural Institute of Medical Sciences	SAFAI ETAWAH 	M.D. (BIOCHEMISTRY)	GN	GNNO	Allotted
11244	46310	AIQ	Topiwala National Medical College	Mumbai 	M.D. (PHYSIOLOGY)	GN	GNNO	Allotted
11245	46312	AIQ	Shri MP Shah Medical College	Jamnagar 	M.D. (PATHOLOGY)	ST	ST	Allotted
11246	46313	MNG	Mahatma Gandhi Medical College and RI	Puducherry 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
11247	46331	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11248	46343	MNG	Sree Balaji Medical College and Hospital	Chennai 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
11249	46350	MNG	Chettinad Hospital and Research Institute	Kancheepuram 	M.S. (GENERAL SURGERY)	GN	EWNO	Allotted
11250	46356	MNG	SDU Medical College	Kolar 	M.S. (E.N.T.)	GN	EWNO	Allotted
11251	46374	MNG	Kalinga Institute of Medical Sciences	Bhubaneswar 	M.D. (PATHOLOGY)	GN	OBC	Allotted
11252	46375	AIQ	Patna Medical College	Patna 	M.D. (PHARMACOLOGY)	GN	GNNO	Allotted
11253	46383	AIQ	Govt. Bundelkhand Medical College	SAGAR M.P. 	M.D. (PHYSIOLOGY)	GN	OBC	Allotted
11254	46397	AIQ	Government Medical College	Nizamabad 	M.D. (PHYSIOLOGY)	GN	OBC	Allotted
11255	46399	DU	G B Pant Institute of Post Graduate Medical Education and Research	New Delhi 	M.D. (MICROBIOLOGY)	GN	SC	Allotted
11256	46401	MNG	Dr. DY Patil Medical College and Hospt.	Pune 	M.S. (E.N.T.)	GN	GNNO	Allotted
11257	46431	NRI	K.S Hegde Medical Academy	Mangaluru 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
11258	46435	MNG	Mahatma Gandhi Medical College and RI	Puducherry 	M.S. (OPHTHALMOLOGY)	GN	OBC	Allotted
11259	46437	AIQ	Nilratan Sircar Medical College	KOLKATA 	M.S. (GENERAL SURGERY)	ST	ST	Allotted
11260	46462	AIQ	BURDWAN MEDICAL COLLEGE	BURDWAN 	M.S. (GENERAL SURGERY)	ST	ST	Allotted
11261	46468	NRI	Institute of Medical Sciences and SUMH	Bhubaneswar 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
11262	46494	NRI	Dr. DY Patil Medical College	Navi Mumbai 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
11263	46506	MNG	Rajarajeswari Medical College and Hospital	Bangalore 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11264	46519	AIQ	Government Medical College	Nagpur 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	SC	SC	Allotted
11265	46523	MNG	Bharati Vidyapeeth Dee. Univ. Med. College	Pune 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11266	46526	MNG	Meenakshi Medical College Host. and Res. Inst.	Chennai 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
11267	46534	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (PHYSIOLOGY)	GN	GNNO	Allotted
11268	46536	AIQ	Jawaharlal Nehru Institute of Medical Sciences	Imphal 	M.D. (PHYSIOLOGY)	GN	GNNO	Allotted
11269	46538	IP	VMMC and SAFDARJANG HOSPITAL	Delhi 	M.D. (ANAESTHESIOLOGY)	OBC	OBC	Allotted
11270	46558	MNG	Vinayaka Missions Medical College and Hospital	Karaikal 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
11271	46565	AIQ	Assam Medical College	Dibrugarh 	MD/MS (Anatomy)	GN	GNNO	Allotted
11272	46595	AIQ	Indira Gandhi Government Medical College	Nagpur 	M.D. (BIOCHEMISTRY)	GN	GNNO	Allotted
11273	46613	AIQ	Mandya Institute of Medical Sciences	Mandya 	M.D. (PHARMACOLOGY)	SC	SC	Allotted
11274	46616	MNG	M.M. Institute of Medical Sciences and Research	Mullana 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
11275	46617	MNG	JLN Medical College	Datta Meghe Wardha	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11276	46625	MNG	SDU Medical College	Kolar 	M.S. (E.N.T.)	GN	GNNO	Allotted
11277	46642	MNG	SRM Medical College and Hospital	Chennai 	M.S. (GENERAL SURGERY)	GN	EWNO	Allotted
11278	46647	NRI	Dr. DY Patil Medical College and Hospt.	Pune 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
11279	46658	MNG	Institute of Medical Sciences and SUMH	Bhubaneswar 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11280	46667	AIQ	Moti Lal Nehru Medical College	Allahabad 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	SC	SC	Allotted
11281	46673	MNG	Rajarajeswari Medical College and Hospital	Bangalore 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
11282	46690	DU	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.D. (ANAESTHESIOLOGY)	ST	ST	Allotted
11283	46700	MNG	Mahatma Gandhi Medical College and RI	Puducherry 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
11284	46703	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
11285	46740	MNG	Mahatma Gandhi Medical College and RI	Puducherry 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
11286	46744	MNG	Vinayaka Missions Medical College and Hospital	Karaikal 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
11287	46791	MNG	Shri Sathya Sai Medical College and RI	Kancheepuram 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	SC	Allotted
11288	46843	AIQ	Jorhat Medical College and Hospital	Jorhat 	M.D. (ANAESTHESIOLOGY)	ST	ST	Allotted
11289	46854	MNG	JSS Medical College	Jagadguru 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
11290	46861	AIQ	Guwahati Medical College	Guwahati 	M.D. (PHYSIOLOGY)	GN	GNNO	Allotted
11291	46870	MNG	Aarupadai Veedu Medical College and Hospt.	Puducherry 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
11292	46882	AIQ	Mahatma Gandhi Institute of Medical Sciences	Wardha 	M.D. (FORENSIC MEDICINE)	SC	SC	Allotted
11293	46890	AIQ	Assam Medical College	Dibrugarh 	M.D. (PSYCHIATRY)	ST	ST	Allotted
11294	46898	MNG	Institute of Medical Sciences and SUMH	Bhubaneswar 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
11295	46909	MNG	Chettinad Hospital and Research Institute	Kancheepuram 	M.S. (ORTHOPAEDICS)	GN	OBC	Allotted
11296	46930	MNG	Chettinad Hospital and Research Institute	Kancheepuram 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11297	46941	AIQ	Government Medical College	Amritsar 	M.S. (E.N.T.)	ST	ST	Allotted
11298	46947	AIQ	Jorhat Medical College and Hospital	Jorhat 	M.D. (FORENSIC MEDICINE)	GN	OBC	Allotted
11299	46955	AIQ	Assam Medical College	Dibrugarh 	M.D. (BIOCHEMISTRY)	GN	EWNO	Allotted
11300	46958	MNG	Amrita Institute of Medical Science	Kochi 	M.D. (PATHOLOGY)	GN	OBC	Allotted
11301	46965	MNG	Kalinga Institute of Medical Sciences	Bhubaneswar 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
11302	46976	DU	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	OBC	OBC	Allotted
11303	46979	MNG	Sree Balaji Medical College and Hospital	Chennai 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
11304	46996	MNG	KRISHNA INSTITUTE OF MEDICAL SCIENCES	KARAD 	M.S. (E.N.T.)	GN	GNNO	Allotted
11305	47002	MNG	Dr. DY Patil Medical College	Navi Mumbai 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	GNNO	Allotted
11306	47009	AIQ	Kakatiya Medical College	Warangal 	M.D. (PSYCHIATRY)	ST	ST	Allotted
11307	47064	AIQ	Rajiv Gandhi Medical College and CSMH	Thane Maharashtra 	M.D. (BIOCHEMISTRY)	GN	GNNO	Allotted
11308	47075	MNG	Institute of Medical Sciences and SUMH	Bhubaneswar 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11309	47080	MM	Hamdard Inst. of Med. Sciences and Research	New Delhi 	M.S. (E.N.T.)	GN	GNNO	Allotted
11310	47088	MNG	Mahatma Gandhi Medical College and RI	Puducherry 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
11311	47093	IP	Atal Bihari Vajpayee Institute of Medical Sciences and RML Hospital	IP 	M.D. (PATHOLOGY)	GN	EWNO	Allotted
11312	47099	AIQ	King Georges Medical University	LUCKNOW 	M.D. (ANAESTHESIOLOGY)	ST	ST	Allotted
11313	47106	MNG	Chettinad Hospital and Research Institute	Kancheepuram 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11314	47113	MNG	Chettinad Hospital and Research Institute	Kancheepuram 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
11315	47122	MNG	Sree Balaji Medical College and Hospital	Chennai 	M.D. (RADIO- DIAGNOSIS)	GN	SC	Allotted
11316	47123	MNG	M.M. Institute of Medical Sciences and Research	Mullana 	M.S. (E.N.T.)	GN	GNNO	Allotted
11317	47134	AIQ	Moti Lal Nehru Medical College	Allahabad 	M.D. (GENERAL MEDICINE)	GN PwD	EW1	Allotted
11318	47142	MNG	Sree Balaji Medical College and Hospital	Chennai 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
11319	47143	NRI	Amrita Institute of Medical Science	Kochi 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
11320	47150	MNG	Santosh Medical College and Hospital	Ghaziabad 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	GNNO	Allotted
11321	47158	AIQ	Government Medical College	Bhavnagar 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	SC	SC	Allotted
11322	47171	AIQ	Netaji Subhash Chandra Bose Medical college	Jabalpur 	M.D. (PHARMACOLOGY)	GN	GNNO	Allotted
11323	47182	MNG	Santosh Medical College and Hospital	Ghaziabad 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
11324	47187	AIQ	Seth Gordhandas Sunderdas Medical College	Mumbai 	M.D. (PHYSIOLOGY)	GN	GNNO	Allotted
11325	47199	MNG	Rajarajeswari Medical College and Hospital	Bangalore 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11326	47227	AIQ	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.D. (MICROBIOLOGY)	SC	SC	Allotted
11327	47236	MNG	VMKV Medical College and Hospital	Salem 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11328	47238	AIQ	Bangalore Medical College	Bangalore 	M.D. (PHYSIOLOGY)	SC	SC	Allotted
11329	47249	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
11330	47251	AIQ	Jorhat Medical College and Hospital	Jorhat 	M.D. (PHARMACOLOGY)	GN	GNNO	Allotted
11331	47258	MNG	M.M. Institute of Medical Sciences and Research	Mullana 	M.S. (E.N.T.)	GN	GNNO	Allotted
11332	47290	AIQ	Govt. Bundelkhand Medical College	SAGAR M.P. 	M.S. (E.N.T.)	ST	ST	Allotted
11333	47292	AIQ	Agartala Government Medical College G.B. Pant Hospital	Agartala 	M.S. (GENERAL SURGERY)	ST	ST	Allotted
11334	47299	AIQ	Netaji Subhash Chandra Bose Medical college	Jabalpur 	M.D. (PHARMACOLOGY)	GN	OBC	Allotted
11335	47302	AIQ	Government Medical College	Nanded 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	SC	SC	Allotted
11336	47303	AIQ	Mahatma Gandhi Memorial Medical College	Jamshedpur 	M.D. (PHARMACOLOGY)	GN	OBC	Allotted
11337	47305	AIQ	Shimoga Institute of Medical Sciences	Shimoga 	M.D. (ANAESTHESIOLOGY)	ST	ST	Allotted
11338	47317	MNG	SRM Medical College and Hospital	Chennai 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
11339	47328	AIQ	Jorhat Medical College and Hospital	Jorhat 	M.D. (GENERAL MEDICINE)	GN PwD	GN PwD	Allotted
11340	47330	NRI	Institute of Medical Sciences and SUMH	Bhubaneswar 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
11341	47344	MNG	Jawahar Lal Nehru Medical College	KLEU Belagavi	M.D. (PATHOLOGY)	GN	GNNO	Allotted
11342	47349	MNG	Rajarajeswari Medical College and Hospital	Bangalore 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	GNNO	Allotted
11343	47357	NRI	Kalinga Institute of Medical Sciences	Bhubaneswar 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11344	47362	MNG	Dr. DY Patil Medical College and Hospt.	Pune 	M.S. (E.N.T.)	GN	OBC	Allotted
11345	47363	MNG	Santosh Medical College and Hospital	Ghaziabad 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
11346	47378	AIQ	King Georges Medical University	LUCKNOW 	M.D. (PHYSIOLOGY)	GN	OBC	Allotted
11347	47404	MNG	VMKV Medical College and Hospital	Salem 	M.S. (E.N.T.)	GN	OBC	Allotted
11348	47410	MNG	Sri Siddhartha Medical College DU	Tumkur 	M.S. (E.N.T.)	GN	GNNO	Allotted
11349	47422	MNG	Dr. DY Patil Medical College	Navi Mumbai 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
11350	47423	MNG	Saveetha Medical College	Chennai 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
11351	47425	MNG	Sree Balaji Medical College and Hospital	Chennai 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
11352	47435	MNG	VMKV Medical College and Hospital	Salem 	M.D. (PSYCHIATRY)	GN	OBC	Allotted
11353	47444	AIQ	Indira Gandhi Institute of Medical Sciences	Patna 	M.D. (ANAESTHESIOLOGY)	ST	ST	Allotted
11354	47457	AIQ	V.M.M.C. and S.J. HOSPITAL	New DELHI 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN PwD	GN PwD	Allotted
11355	47459	AIQ	B.J. Medical College	Ahmedabad 	MD/MS (Anatomy)	GN	GNNO	Allotted
11356	47461	NRI	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
11357	47463	AIQ	Jhalawar Medical College	Jhalawar 	M.D. (PHYSIOLOGY)	GN	EWNO	Allotted
11358	47482	MNG	Aarupadai Veedu Medical College and Hospt.	Puducherry 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
11359	47488	MNG	Vinayaka Missions Medical College and Hospital	Karaikal 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
11360	47492	IP	VMMC and SAFDARJANG HOSPITAL	Delhi 	M.D. (PATHOLOGY)	GN	EWNO	Allotted
11361	47520	NRI	Bharati Vidyapeeth Dee. Univ. Med. College	Pune 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
11362	47525	MNG	M.M. Institute of Medical Sciences and Research	Mullana 	M.D. (PSYCHIATRY)	GN	OBC	Allotted
11363	47535	NRI	Amrita Institute of Medical Science	Kochi 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
11364	47536	AIQ	Siddartha Medical College	Vijayawada 	MD/MS (Anatomy)	GN	OBC	Allotted
11365	47562	MM	Hamdard Inst. of Med. Sciences and Research	New Delhi 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
11366	47583	MNG	Shri Sathya Sai Medical College and RI	Kancheepuram 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
11367	47587	AIQ	NORTH BENGAL MEDICAL COLLEGE	DARJEELING 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	SC	SC	Allotted
11368	47590	AIQ	Patna Medical College	Patna 	M.D. (PHYSIOLOGY)	GN	GNNO	Allotted
11369	47594	MNG	Rajarajeswari Medical College and Hospital	Bangalore 	M.S. (OPHTHALMOLOGY)	GN	OBC	Allotted
11370	47601	NRI	Institute of Medical Sciences and SUMH	Bhubaneswar 	M.D. (GENERAL MEDICINE)	GN	EWNO	Allotted
11371	47605	MNG	Rajarajeswari Medical College and Hospital	Bangalore 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11372	47607	MNG	Bharati Vidyapeeth Dee. Univ. Med. College	Pune 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
11373	47621	MNG	SHRI B. M. Patil Med. College Hospt. and R.C. B.L.D.E University	Vijayapura 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
11374	47632	IP	VMMC and SAFDARJANG HOSPITAL	Delhi 	M.D. (ANAESTHESIOLOGY)	OBC	OBC	Allotted
11375	47636	MNG	Kasturba Medical College	Manipal Univ. Mangalore	M.D. (PATHOLOGY)	GN	GNNO	Allotted
11376	47642	AIQ	VEER SURENDRA SAI MEDICAL COLLEGE	BURLA 	M.D. (PHARMACOLOGY)	GN	OBC	Allotted
11377	47651	NRI	SRM Medical College and Hospital	Chennai 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
11378	47680	AIQ	Osmania Medical College	Koti 	M.D. (BIOCHEMISTRY)	SC	SC	Allotted
11379	47695	AIQ	Pt. B.D. Sharma PGIMS	Rohtak 	M.D. (Radiotherapy/Radio Oncology)	ST	ST	Allotted
11380	47706	NRI	Amrita Institute of Medical Science	Kochi 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
11381	47713	AIQ	Kurnool Medical College	Kurnool 	M.D. (PHYSIOLOGY)	GN	OBC	Allotted
11382	47727	MNG	Sree Balaji Medical College and Hospital	Chennai 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
11383	47736	AIQ	Rangaraya Medical College	Kakinada 	M.D. (PHARMACOLOGY)	SC	SC	Allotted
11384	47742	MNG	SRM Medical College and Hospital	Chennai 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
11385	47752	IP	VMMC and SAFDARJANG HOSPITAL	Delhi 	M.D. (PHARMACOLOGY)	GN	EWNO	Allotted
11386	47753	MNG	M.M. Institute of Medical Sciences and Research	Mullana 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
11387	47756	MNG	Santosh Medical College and Hospital	Ghaziabad 	M.D. (PAEDIATRICS)	GN	EWNO	Allotted
11388	47758	MNG	Rural Medical College and PIMS	Loni 	M.S. (E.N.T.)	GN	OBC	Allotted
11389	47766	MNG	Chettinad Hospital and Research Institute	Kancheepuram 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
11390	47774	MNG	Jawahar Lal Nehru Medical College	KLEU Belagavi	M.D. (PATHOLOGY)	GN	SC	Allotted
11391	47776	MNG	MGM Medical College	Aurangabad 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11392	47778	MNG	VMKV Medical College and Hospital	Salem 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
11393	47782	MNG	Chettinad Hospital and Research Institute	Kancheepuram 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	GN	GNNO	Allotted
11394	47786	MNG	Sree Balaji Medical College and Hospital	Chennai 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
11395	47815	AIQ	Dr. Sampurnanand Medical College	Jodhpur 	M.D. (PHYSIOLOGY)	GN	GNNO	Allotted
